"Drug Name","Active Ingredient","Form; Route","Appl. No.","Company","Date","URL"
"SYLATRON","PEGINTERFERON ALFA-2B","VIAL","103949","SCHERING","12/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5312lbl.pdf#page=13"
"SYMBYAX","FLUOXETINE HYDROCHLORIDE; OLANZAPINE","CAPSULE;ORAL","021520","LILLY","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021520s055lbl.pdf#page=42"
"SYMLIN","PRAMLINTIDE ACETATE","INJECTABLE;SUBCUTANEOUS","021332","ASTRAZENECA AB","12/18/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089141.pdf"
"SYMPAZAN","CLOBAZAM","FILM;ORAL","210833","AQUESTIVE","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210833s004lbl.pdf#page=26"
"SYMPROIC","NALDEMEDINE TOSYLATE","TABLET;ORAL","208854","BDSI","01/24/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208854s002lbl.pdf#page=13"
"SYNALGOS-DC","ASPIRIN; CAFFEINE; DIHYDROCODEINE BITARTRATE","CAPSULE;ORAL","011483","SUN PHARM INDUSTRIES","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/011483s037lbl.pdf"
"SYNAREL","NAFARELIN ACETATE","SPRAY, METERED;NASAL","019886","PFIZER","01/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019886s039lbl.pdf#page=28"
"SYNJARDY","EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE","TABLET;ORAL","206111","BOEHRINGER INGELHEIM","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206111s042,208658s028lbl.pdf#page=44"
"SYNJARDY XR","EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","208658","BOEHRINGER INGELHEIM","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206111s042,208658s028lbl.pdf#page=44"
"SYNRIBO","OMACETAXINE MEPESUCCINATE","POWDER;SUBCUTANEOUS","203585","TEVA PHARMS INTL","05/12/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203585Orig1s008lbl.pdf#page=18"
"TAFINLAR","DABRAFENIB MESYLATE","CAPSULE;ORAL","202806","NOVARTIS","03/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202806s027lbl.pdf#page=46"
"TAFINLAR","DABRAFENIB","TABLET;ORAL","217514","NOVARTIS PHARMACEUTICALS","03/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217514s000lbl.pdf#page=46"
"TALTZ","IXEKIZUMAB","INJECTABLE;INJECTION","125521","ELI LILLY AND CO","07/27/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125521s024lbl.pdf#page=21"
"TALVEY","TALQUETAMAB-TGVS","INJECTABLE; SUBCUTANEOUS","761342","JANSSEN BIOTECH","08/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761342s000lbl.pdf#page=30"
"TANZEUM","ALBIGLUTIDE","INJECTABLE;INJECTION","125431","GLAXOSMITHKLINE LLC","12/20/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125431s019lbl.pdf#page=36"
"TARGINIQ","NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","205777","PURDUE PHARMA LP","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205777s010s011lbl.pdf#page=47"
"TASIGNA","NILOTINIB HYDROCHLORIDE","CAPSULE;ORAL","022068","NOVARTIS","02/08/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022068s035s036lbl.pdf#page=36"
"TAVNEOS","AVACOPAN","CAPSULE;ORAL","214487","CHEMOCENTRYX","06/03/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214487s000lbl.pdf#page=17"
"TAZVERIK","TAZEMETOSTAT HYDROBROMIDE","TABLET;ORAL","211723","EPIZYME INC","11/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211723s004lbl.pdf#page=17"
"TAZVERIK","TAZEMETOSTAT HYDROBROMIDE","TABLET;ORAL","213400","EPIZYME INC","06/18/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213400s000lbl.pdf#page=17"
"TECENTRIQ","ATEZOLIZUMAB","INJECTABLE;INJECTION","761034","GENENTECH INC","04/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761034s049s051lbl.pdf#page=62"
"TECENTRIQ","ATEZOLIZUMAB","INJECTABLE; INJECTION","761041","GENENTECH INC","10/18/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/761041s000lbl.pdf#page=22"
"TECHNIVIE","OMBITASVIR; PARITAPREVIR; RITONAVIR","TABLET;ORAL","207931","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/207931s013lbl.pdf#page=39"
"TECVAYLI","TECLISTAMAB-CQYV","INJECTABLE; SUBCUTANEOUS","761291","JANSSEN BIOTECH","11/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761291s009lbl.pdf#page=28"
"TEGRETOL","CARBAMAZEPINE","SUSPENSION;ORAL","018927","NOVARTIS","09/13/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016608s121_018927s60_020234s054lbl.pdf#page=19"
"TEGRETOL","CARBAMAZEPINE","TABLET, CHEWABLE;ORAL","018281","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"TEGRETOL","CARBAMAZEPINE","TABLET;ORAL","016608","NOVARTIS","09/13/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016608s121_018927s60_020234s054lbl.pdf#page=19"
"TEGRETOL-XR","CARBAMAZEPINE","TABLET, EXTENDED RELEASE;ORAL","020234","NOVARTIS","09/13/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016608s121_018927s60_020234s054lbl.pdf#page=19"
"TEGSEDI","INOTERSEN SODIUM","SOLUTION;SUBCUTANEOUS","211172","AKCEA THERAPS","01/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211172s010lbl.pdf#page=28"
"TESTIM","TESTOSTERONE","GEL;TRANSDERMAL","021454","AUXILIUM PHARMS LLC","08/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021454s030s031lbl.pdf#page=21"
"TESTOSTERONE","TESTOSTERONE","GEL;TRANSDERMAL","202763","ANI PHARMS","10/25/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202763s000mg.pdf"
"TESTOSTERONE CYPIONATE INJECTION","TESTOSTERONE CYPIONATE","INJECTABLE;INTRAMUSCULAR","216318","SLAYBACK PHARMA LLC","02/01/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/216318Orig1s002lbl.pdf#page=14"
"THALOMID","THALIDOMIDE","CAPSULE;ORAL","020785","CELGENE","03/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020785s071lbl.pdf#page=21"
"TIBSOVO","IVOSIDENIB","TABLET;ORAL","211192","SERVIER","10/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf#page=38"
"TIKOSYN","DOFETILIDE","CAPSULE;ORAL","020931","PFIZER","08/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020931s017lbl.pdf#page=27"
"TIVDAK","TISOTUMAB VEDOTIN-TFTV","INJECTABLE;INJECTION","761208","SEAGEN","04/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761208s005lbl.pdf#page=21"
"TIVORBEX","INDOMETHACIN","CAPSULE;ORAL","204768","GENUS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204768s008lbl.pdf#page=25"
"TOFIDENCE","TOCILIZUMAB-BAVI","INJECTABLE;INTRAVENOUS","761354","BIOGEN MA","12/03/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761354s004lbl.pdf#page=55"
"TOFRANIL","IMIPRAMINE HYDROCHLORIDE","TABLET;ORAL","087846","SPECGX LLC","06/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/087846s028,087844s027,087845s027lbl.pdf#page=3"
"TOFRANIL-PM","IMIPRAMINE PAMOATE","CAPSULE;ORAL","017090","SPECGX LLC","07/28/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM326090.pdf"
"TOLECTIN","TOLMETIN SODIUM","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"TOLECTIN 600","TOLMETIN SODIUM","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"TOLECTIN DS","TOLMETIN SODIUM","CAPSULE;ORAL","018084","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"TOPAMAX","TOPIRAMATE","TABLET;ORAL","020505","JANSSEN PHARMS","05/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
"TOPAMAX","TOPIRAMATE","CAPSULE;ORAL","020844","JANSSEN PHARMS","05/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
"TOPAMAX SPRINKLE","TOPIRAMATE","CAPSULE;ORAL","020844","JANSSEN PHARMS","05/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
"TORADOL","KETOROLAC TROMETHAMINE","TABLET;ORAL","019645","ROCHE PALO","03/26/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/019645s019lbl.pdf#page=23"
"TRACLEER","BOSENTAN","TABLET;ORAL","021290","ACTELION","02/08/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
"TRACLEER","BOSENTAN","TABLET, FOR SUSPENSION;ORAL","209279","ACTELION","02/08/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
"TRADJENTA","LINAGLIPTIN","TABLET;ORAL","201280","BOEHRINGER INGELHEIM","06/20/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201280s027lbl.pdf#page=16"
"TRANXENE","CLORAZEPATE DIPOTASSIUM","CAPSULE;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"TRANXENE","CLORAZEPATE DIPOTASSIUM","TABLET;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"TRANXENE SD","CLORAZEPATE DIPOTASSIUM","TABLET;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"TRAZODONE HYDROCHLORIDE","TRAZODONE HYDROCHLORIDE","TABLET;ORAL","071196","APOTEX INC","04/20/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/071196s062lbl.pdf#page=3"
"TRELEGY ELLIPTA","FLUTICASONE FUROATE; UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE","POWDER;INHALATION","209482","GLAXOSMITHKLINE","06/02/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209482s000lbl.pdf#page=33"
"TREMFYA","GUSELKUMAB","INJECTABLE;INJECTION","761061","JANSSEN BIOTECH","06/29/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761061s009lbl.pdf#page=15"
"TREXIMET","NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE","TABLET;ORAL","021926","CURRAX","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021926s019lbl.pdf#page=32"
"TRIDIONE","TRIMETHADIONE","SOLUTION;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"TRIDIONE","TRIMETHADIONE","CAPSULE;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"TRIDIONE","TRIMETHADIONE","TABLET;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"TRIJARDY XR","EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","212614","BOEHRINGER INGELHEIM","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212614s020lbl.pdf#page=44"
"TRILEPTAL","OXCARBAZEPINE","SUSPENSION;ORAL","021285","NOVARTIS","01/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
"TRILEPTAL","OXCARBAZEPINE","TABLET;ORAL","021014","NOVARTIS","01/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
"TRINTELLIX","VORTIOXETINE HYDROBROMIDE","TABLET;ORAL","204447","TAKEDA PHARMS USA","08/23/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204447s026lbl.pdf#page=33"
"TRIPTODUR KIT","TRIPTORELIN PAMOATE","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","208956","ARBOR PHARMS LLC","12/07/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208956s010lbl.pdf#page=12"
"TRIUMEQ","ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE","TABLET;ORAL","205551","VIIV HLTHCARE","04/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205551s31,215413s02lbl.pdf#page=56"
"TRIUMEQ PD","ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE","SUSPENSION;ORAL","215413","VIIV HLTHCARE","04/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205551s31,215413s02lbl.pdf#page=56"
"TRIZIVIR","ABACAVIR SULFATE; LAMIVUDINE; ZIDOVUDINE","TABLET;ORAL","021205","VIIV HLTHCARE","02/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021205s038lbl.pdf#page=34"
"TROKENDI XR","TOPIRAMATE","CAPSULE, EXTENDED RELEASE;ORAL","201635","SUPERNUS PHARMS","01/04/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201635s030lbl.pdf#page=52"
"TROXYCA ER","NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","207621","PFIZER","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207621s004lbl.pdf#page=32"
"TRUDHESA","DIHYDROERGOTAMINE MESYLATE","SPRAY, METERED;NASAL","213436","IMPEL NEUROPHARMA","09/02/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213436s000lbl.pdf#page=22"
"TRULANCE","PLECANATIDE","TABLET;ORAL","208745","SALIX","04/13/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208745s011lbl.pdf#page=15"
"TRULICITY","DULAGLUTIDE","INJECTABLE;INJECTION","125469","ELI LILLY AND CO","11/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125469s051lbl.pdf#page=16"
"TRUVADA","EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","TABLET;ORAL","021752","GILEAD","04/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021752Orig1s063lbl.pdf#page=35"
"TRUXIMA","RITUXIMAB-ABBS","INJECTABLE;INJECTION","761088","CELLTRION INC","02/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761088s018lbl.pdf#page=49"
"TURALIO","PEXIDARTINIB HYDROCHLORIDE","CAPSULE;ORAL","211810","DAIICHI SANKYO INC","11/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211810s012lbl.pdf#page=20"
"TUSSIONEX PENNKINETIC","CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX","SUSPENSION, EXTENDED RELEASE;ORAL","019111","UCB INC","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019111s022lbl.pdf#page=25"
"TUXARIN ER","CHLORPHENIRAMINE MALEATE; CODEINE PHOSPHATE","TABLET, EXTENDED RELEASE;ORAL","206323","MAINPOINTE","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206323s008lbl.pdf#page=27"
"TUZISTRA XR","CHLORPHENIRAMINE POLISTIREX; CODEINE POLISTIREX","SUSPENSION, EXTENDED RELEASE;ORAL","207768","AYTU","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207768s013lbl.pdf#page=27"
"TYENNE","TOCILIZUMAB--AAZG","INJECTABLE;SUBCUTANEOUS","761275","FRESENIUS KABI USA LLC","12/03/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761275s011lbl.pdf#page=46"
"TYMLOS","ABALOPARATIDE","SOLUTION;SUBCUTANEOUS","208743","RADIUS HEALTH INC","12/21/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208743s009lbl.pdf#page=18"
"TYSABRI","NATALIZUMAB","VIAL; SINGLE-USE","125104","BIOGEN IDEC","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125104s976s979lbl.pdf#page=32"
"TYZEKA","TELBIVUDINE","TABLET;ORAL","022011","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"TYZEKA","TELBIVUDINE","SOLUTION;ORAL","022154","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"UKONIQ","UMBRALISIB TOSYLATE","TABLET;ORAL","213176","TG THERAPS","02/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213176s000lbl.pdf#page=19"
"ULORIC","FEBUXOSTAT","TABLET;ORAL","021856","TAKEDA PHARMS USA","04/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021856s015lbl.pdf#page=19"
"ULTOMIRIS","RAVULIZUMAB-CWVZ","INJECTABLE;INJECTION","761108","ALEXION PHARM","06/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761108s023lbl.pdf#page=41"
"ULTRACET","ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE","TABLET;ORAL","021123","JANSSEN PHARMS","02/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021123s015lbl.pdf#page=46"
"ULTRAM","TRAMADOL HYDROCHLORIDE","TABLET;ORAL","020281","JANSSEN PHARMS","02/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020281s040lbl.pdf#page=42"
"ULTRAM ER","TRAMADOL HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","021692","VALEANT PHARMS","08/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021692s015lbl.pdf#page=36"
"UPLIZNA","INEBILIZUMAB-CDON","INJECTABLE;INJECTION","761142","VIELA BIO","06/11/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761142s000lbl.pdf#page=17"
"VALCHLOR","MECHLORETHAMINE HYDROCHLORIDE","GEL;TOPICAL","202317","HELSINN","05/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202317s009lbl.pdf#page=10"
"VALIUM","DIAZEPAM","TABLET;ORAL","013263","ROCHE","03/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/013263Orig1s100lbl.pdf#page=19"
"VALTOCO","DIAZEPAM","SPRAY;NASAL","211635","NEURELIS INC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211635s008lbl.pdf#page=24"
"VANFLYTA","QUIZARTINIB","TABLET;ORAL","216993","DAIICHI SANKYO","06/25/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216993s000lbl.pdf#page=20"
"VANTRELA ER","HYDROCODONE BITARTRATE","TABLET, EXTENDED RELEASE;ORAL","207975","TEVA BRANDED PHARM","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207975s000lbl.pdf#page=39"
"VELSIPITY","ETRASIMOD ARGANINE","TABLET;ORAL","216956","PFIZER LABS","06/05/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216956s000lbl.pdf#page=24"
"VENBYSI XR","VENLAFAXINE BESYLATE","TABLET, EXTENDED RELEASE; ORAL","215429","ALMATICA","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215429s001lbl.pdf#page=33"
"VENCLEXTA","VENETOCLAX","TABLET;ORAL","208573","ABBVIE INC","06/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208573s026lbl.pdf#page=54"
"VENLAFAXINE HYDROCHLORIDE","VENLAFAXINE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","022104","OSMOTICA PHARM","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022104s023lbl.pdf#page=35"
"VEOPOZ","POZELIMAB-BBFG","INJECTABLE;INTRAVENOUS, SUBCUTANEOUS","761339","REGENERON PHARMACEUTICALS","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761339s000lbl.pdf#page=16"
"VERQUVO","VERICIGUAT","TABLET;ORAL","214377","Bayer AG","05/10/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214377s002lbl.pdf#page=16"
"VIBATIV","TELAVANCIN","INJECTABLE; INJECTION","022407","THERAVANCE INC","06/21/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"VIBATIV","TELAVANCIN HYDROCHLORIDE","POWDER;INTRAVENOUS","022110","CUMBERLAND PHARMS","07/07/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"VIBERZI","ELUXADOLINE","TABLET;ORAL","206940","ALLERGAN HOLDINGS","06/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206940s007lbl.pdf#page=20"
"VICOPROFEN","HYDROCODONE BITARTRATE; IBUPROFEN","TABLET;ORAL","020716","ABBVIE","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020716s012s013s014s015s016lbl.pdf#page=36"
"VICTOZA","LIRAGLUTIDE RECOMBINANT","SOLUTION;SUBCUTANEOUS","022341","NOVO NORDISK INC","07/05/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022341s039lbl.pdf#page=31"
"VICTRELIS","BOCEPREVIR","CAPSULE;ORAL","202258","MERCK SHARP DOHME","01/30/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202258MG.pdf#page=27"
"VIDEX","DIDANOSINE","FOR SOLUTION;ORAL","020156","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020156s054lbl.pdf#page=34"
"VIDEX EC","DIDANOSINE","CAPSULE, DELAYED REL PELLETS;ORAL","021183","BRISTOL MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021183s029lbl.pdf#page=33"
"VIEKIRA PAK (COPACKAGED)","DASABUVIR SODIUM; OMBITASVIR, PARITAPREVIR, RITONAVIR","TABLET;ORAL","206619","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206619s020lbl.pdf#page=49"
"VIEKIRA XR","DASABUVIR SODIUM; OMBITASVIR; PARITAPREVIR; RITONAVIR","TABLET, EXTENDED RELEASE;ORAL","208624","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208624s008lbl.pdf#page=49"
"VIIBRYD","VILAZODONE HYDROCHLORIDE","TABLET;ORAL","022567","ALLERGAN","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022567s024lbl.pdf#page=17"
"VIMOVO","ESOMEPRAZOLE MAGNESIUM; NAPROXEN","TABLET, DELAYED RELEASE;ORAL","022511","HORIZON","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022511s030lbl.pdf#page=40"
"VIMPAT","LACOSAMIDE","TABLET;ORAL","022253","UCB INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
"VIMPAT","LACOSAMIDE","SOLUTION;INTRAVENOUS","022254","UCB INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
"VIMPAT","LACOSAMIDE","SOLUTION;ORAL","022255","UCB INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
"VIOKACE","PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)","TABLET;ORAL","022542","VIOKACE","02/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022542s007lbl.pdf#page=12"
"VIRAMUNE","NEVIRAPINE","SUSPENSION;ORAL","020933","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
"VIRAMUNE","NEVIRAPINE","TABLET;ORAL","020636","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
"VIRAMUNE XR","NEVIRAPINE","TABLET, EXTENDED RELEASE;ORAL","201152","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201152s014lbl.pdf#page=18"
"VISICOL","SODIUM PHOSPHATE, DIBASIC ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE","TABLET;ORAL","021097","SALIX PHARMS","03/07/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021097s016lbl.pdf#page=11"
"VITUZ","CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE","SOLUTION;ORAL","204307","PERSION","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204307s004lbl.pdf#page=25"
"VIVACTIL","PROTRIPTYLINE HYDROCHLORIDE","TABLET;ORAL","016012","TEVA WOMENS","07/17/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Vivactil.pdf"
"VIVITROL","NALTREXONE","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","021897","ALKERMES","09/30/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021897s052lbl.pdf#page=33"
"VIVLODEX","MELOXICAM","CAPSULE;ORAL","207233","ZYLA","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/207233s005lbl.pdf#page=24"
"VOGELXO","TESTOSTERONE","GEL;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23"
